user_id,user_type,name,email,university,academic_stream,cgpa,language,region,career_interest,mood_preference,company,job_role,experience_years,age,mentoring_rating,total_mentees,availability,bio
mentor_0110,mentor,Mentor 110,mentor110@example.com,IIIT Hyderabad,Data Science,6.995669900776293,Hindi,Delhi NCR,Academia & Teaching,Direct & Straightforward,Flipkart,Frontend Engineer,8,31,4.74,13,High,Experienced Frontend Engineer with passion for Academia & Teaching
mentor_0111,mentor,Mentor 111,mentor111@example.com,Anna University,Data Science,6.767806896002908,Hindi,Bangalore,Corporate Growth,Professional & Formal,Flipkart,Consultant,7,39,4.68,8,Low,Experienced Consultant with passion for Corporate Growth
mentor_0112,mentor,Mentor 112,mentor112@example.com,DTU Delhi,Electronics,7.6968829458321455,Gujarati,Bangalore,Healthcare Technology,Motivational & Inspiring,Flipkart,Consultant,14,30,3.92,46,Medium,Experienced Consultant with passion for Healthcare Technology
mentor_0113,mentor,Mentor 113,mentor113@example.com,SRM University,Mechanical Engineering,8.34142677361272,Kannada,North India,Corporate Growth,Motivational & Inspiring,Microsoft,Frontend Engineer,3,41,4.91,11,Medium,Experienced Frontend Engineer with passion for Corporate Growth
mentor_0114,mentor,Mentor 114,mentor114@example.com,SRM University,Aerospace Engineering,7.302105799311916,Telugu,South India,Corporate Growth,Direct & Straightforward,Morgan Stanley,Cloud Architect,10,40,3.69,41,Very High,Experienced Cloud Architect with passion for Corporate Growth
mentor_0115,mentor,Mentor 115,mentor115@example.com,SRM University,Chemical Engineering,7.447618116994032,Punjabi,Pune,Product Development,Patient & Understanding,Goldman Sachs,AI Research Engineer,3,40,4.81,5,Very High,Experienced AI Research Engineer with passion for Product Development
mentor_0116,mentor,Mentor 116,mentor116@example.com,Amity University,Civil Engineering,8.14593388886624,English,Kolkata,Consulting,Analytical & Logical,Adobe,DevOps Engineer,7,29,4.96,19,Low,Experienced DevOps Engineer with passion for Consulting
mentor_0117,mentor,Mentor 117,mentor117@example.com,DTU Delhi,Data Science,8.172421800201246,Bengali,North India,Consulting,Analytical & Logical,Meta,Business Analyst,8,33,3.77,23,High,Experienced Business Analyst with passion for Consulting
mentor_0118,mentor,Mentor 118,mentor118@example.com,Amity University,Electrical Engineering,7.469206623984207,Tamil,Hyderabad,Academia & Teaching,Motivational & Inspiring,Infosys,Frontend Engineer,5,41,4.58,26,Medium,Experienced Frontend Engineer with passion for Academia & Teaching
mentor_0119,mentor,Mentor 119,mentor119@example.com,Amity University,Electronics,7.145216086011769,Malayalam,South India,Product Development,Motivational & Inspiring,Amazon,Full Stack Developer,17,41,3.56,37,Very High,Experienced Full Stack Developer with passion for Product Development
mentor_0120,mentor,Mentor 120,mentor120@example.com,IIT Delhi,Biotechnology,7.566124767556025,Kannada,Hyderabad,Corporate Growth,Challenging & Critical,Netflix,DevOps Engineer,7,29,4.11,7,Medium,Experienced DevOps Engineer with passion for Corporate Growth
mentor_0121,mentor,Mentor 121,mentor121@example.com,DTU Delhi,Civil Engineering,7.347270806889326,Kannada,Pune,Startup Ecosystem,Supportive & Empathetic,Startup,Business Analyst,16,38,4.27,0,Low,Experienced Business Analyst with passion for Startup Ecosystem
mentor_0122,mentor,Mentor 122,mentor122@example.com,VIT Vellore,Aerospace Engineering,7.750379321453481,Kannada,Delhi NCR,Social Impact,Challenging & Critical,Startup,UI/UX Designer,18,38,4.37,48,Medium,Experienced UI/UX Designer with passion for Social Impact
mentor_0123,mentor,Mentor 123,mentor123@example.com,DTU Delhi,Electrical Engineering,6.544583658523398,English,Central India,Finance & Investment,Challenging & Critical,Goldman Sachs,Product Manager,8,27,4.9,48,Very High,Experienced Product Manager with passion for Finance & Investment
mentor_0124,mentor,Mentor 124,mentor124@example.com,IIIT Hyderabad,Aerospace Engineering,7.721745263486997,English,Pune,Consulting,Patient & Understanding,Google,Business Analyst,16,28,4.51,23,Medium,Experienced Business Analyst with passion for Consulting
mentor_0125,mentor,Mentor 125,mentor125@example.com,IIT Delhi,Civil Engineering,6.925357267063401,Tamil,Chennai,Healthcare Technology,Analytical & Logical,Meta,Product Manager,10,33,4.22,46,Medium,Experienced Product Manager with passion for Healthcare Technology
mentor_0126,mentor,Mentor 126,mentor126@example.com,SRM University,Data Science,8.224710089192403,Punjabi,Mumbai Metropolitan,Startup Ecosystem,Patient & Understanding,McKinsey,AI Research Engineer,9,40,4.71,6,High,Experienced AI Research Engineer with passion for Startup Ecosystem
mentor_0127,mentor,Mentor 127,mentor127@example.com,IIIT Hyderabad,Electrical Engineering,6.962025720503588,Telugu,South India,Healthcare Technology,Patient & Understanding,Amazon,Data Scientist,10,36,4.93,18,Low,Experienced Data Scientist with passion for Healthcare Technology
mentor_0128,mentor,Mentor 128,mentor128@example.com,IIIT Hyderabad,Aerospace Engineering,6.975912186247254,Kannada,Delhi NCR,Tech Leadership,Direct & Straightforward,Flipkart,Data Engineer,15,34,3.53,21,Medium,Experienced Data Engineer with passion for Tech Leadership
mentor_0129,mentor,Mentor 129,mentor129@example.com,Manipal Institute,Biotechnology,7.856319059529392,Hindi,Chennai,Research & Innovation,Analytical & Logical,TCS,Machine Learning Engineer,8,32,4.97,34,Low,Experienced Machine Learning Engineer with passion for Research & Innovation
mentor_0130,mentor,Mentor 130,mentor130@example.com,IIT Madras,Mechanical Engineering,7.5113695110529575,Marathi,Northeast India,Finance & Investment,Supportive & Empathetic,Deloitte,Data Scientist,4,38,3.63,29,Medium,Experienced Data Scientist with passion for Finance & Investment
mentor_0131,mentor,Mentor 131,mentor131@example.com,IIT Delhi,Computer Science,9.32132130111907,Hindi,Delhi NCR,Consulting,Professional & Formal,Startup,DevOps Engineer,10,27,4.72,28,Very High,Experienced DevOps Engineer with passion for Consulting
mentor_0132,mentor,Mentor 132,mentor132@example.com,IIIT Hyderabad,Mechanical Engineering,6.196557911556598,Gujarati,North India,Entrepreneurship,Motivational & Inspiring,Zomato,Product Manager,13,33,3.92,21,High,Experienced Product Manager with passion for Entrepreneurship
mentor_0133,mentor,Mentor 133,mentor133@example.com,IIT Madras,Civil Engineering,7.587882357563796,Hindi,North India,Consulting,Motivational & Inspiring,Deloitte,DevOps Engineer,3,32,3.7,10,High,Experienced DevOps Engineer with passion for Consulting
mentor_0134,mentor,Mentor 134,mentor134@example.com,IIT Madras,Electronics,8.403719587977896,Gujarati,Pune,Startup Ecosystem,Supportive & Empathetic,Paytm,AI Research Engineer,8,37,4.16,19,Low,Experienced AI Research Engineer with passion for Startup Ecosystem
mentor_0135,mentor,Mentor 135,mentor135@example.com,IIT Delhi,Computer Science,7.03734886165816,Bengali,Mumbai Metropolitan,Tech Leadership,Patient & Understanding,Flipkart,Frontend Engineer,18,44,4.47,28,Medium,Experienced Frontend Engineer with passion for Tech Leadership
mentor_0136,mentor,Mentor 136,mentor136@example.com,Manipal Institute,Chemical Engineering,6.771553724208096,Marathi,Delhi NCR,Healthcare Technology,Challenging & Critical,Apple,Backend Engineer,14,32,4.07,40,Medium,Experienced Backend Engineer with passion for Healthcare Technology
mentor_0137,mentor,Mentor 137,mentor137@example.com,NIT Surathkal,Biotechnology,6.803308281882937,Hindi,Kolkata,Corporate Growth,Direct & Straightforward,Netflix,Full Stack Developer,13,35,3.58,41,High,Experienced Full Stack Developer with passion for Corporate Growth
mentor_0138,mentor,Mentor 138,mentor138@example.com,Anna University,Chemical Engineering,6.2104310562799325,Bengali,East India,Entrepreneurship,Patient & Understanding,Microsoft,Software Engineer,12,41,4.4,33,High,Experienced Software Engineer with passion for Entrepreneurship
mentor_0139,mentor,Mentor 139,mentor139@example.com,VIT Vellore,Electrical Engineering,8.579763701848556,Malayalam,Central India,Product Development,Motivational & Inspiring,TCS,DevOps Engineer,5,28,4.85,0,Medium,Experienced DevOps Engineer with passion for Product Development
mentor_0140,mentor,Mentor 140,mentor140@example.com,Anna University,Computer Science,7.236306126554873,Telugu,Pune,Data Science & AI,Friendly & Casual,Meta,Full Stack Developer,15,35,4.07,30,High,Experienced Full Stack Developer with passion for Data Science & AI
mentor_0141,mentor,Mentor 141,mentor141@example.com,DTU Delhi,Chemical Engineering,7.141578288159815,Bengali,North India,Corporate Growth,Challenging & Critical,Paytm,Frontend Engineer,5,31,3.82,29,High,Experienced Frontend Engineer with passion for Corporate Growth
mentor_0142,mentor,Mentor 142,mentor142@example.com,SRM University,Chemical Engineering,6.0,Telugu,Mumbai Metropolitan,Data Science & AI,Motivational & Inspiring,Deloitte,Business Analyst,17,43,4.16,47,Medium,Experienced Business Analyst with passion for Data Science & AI
mentor_0143,mentor,Mentor 143,mentor143@example.com,VIT Vellore,Aerospace Engineering,6.353033142030492,Hindi,Central India,Finance & Investment,Friendly & Casual,Amazon,Frontend Engineer,18,43,3.57,17,Very High,Experienced Frontend Engineer with passion for Finance & Investment
mentor_0144,mentor,Mentor 144,mentor144@example.com,DTU Delhi,Mechanical Engineering,8.672311804415274,Punjabi,Delhi NCR,Social Impact,Patient & Understanding,Amazon,UI/UX Designer,15,30,4.73,16,High,Experienced UI/UX Designer with passion for Social Impact
mentor_0145,mentor,Mentor 145,mentor145@example.com,IIIT Hyderabad,Aerospace Engineering,7.742484532880463,Bengali,Kolkata,Research & Innovation,Supportive & Empathetic,Zomato,Data Scientist,19,32,4.74,37,High,Experienced Data Scientist with passion for Research & Innovation
mentor_0146,mentor,Mentor 146,mentor146@example.com,SRM University,Computer Science,8.433200663940084,Marathi,Delhi NCR,Social Impact,Supportive & Empathetic,Netflix,Cloud Architect,5,27,4.38,13,Very High,Experienced Cloud Architect with passion for Social Impact
mentor_0147,mentor,Mentor 147,mentor147@example.com,IIT Bombay,Computer Science,8.331993951863865,Hindi,Bangalore,Entrepreneurship,Challenging & Critical,TCS,Business Analyst,13,36,4.03,22,Low,Experienced Business Analyst with passion for Entrepreneurship
mentor_0148,mentor,Mentor 148,mentor148@example.com,IIT Delhi,Civil Engineering,6.699503775541648,Kannada,Mumbai Metropolitan,Academia & Teaching,Motivational & Inspiring,Startup,Software Engineer,13,38,4.7,24,High,Experienced Software Engineer with passion for Academia & Teaching
mentor_0149,mentor,Mentor 149,mentor149@example.com,VIT Vellore,Aerospace Engineering,9.443878182923175,English,Chennai,Entrepreneurship,Analytical & Logical,McKinsey,Product Manager,18,30,4.33,14,Very High,Experienced Product Manager with passion for Entrepreneurship
mentor_0150,mentor,Mentor 150,mentor150@example.com,VIT Vellore,Information Technology,9.059786076480984,Bengali,North India,Social Impact,Friendly & Casual,Meta,Backend Engineer,5,31,4.74,45,High,Experienced Backend Engineer with passion for Social Impact
mentor_0151,mentor,Mentor 151,mentor151@example.com,PESIT Bangalore,Mechanical Engineering,7.048986846301572,Marathi,Kolkata,Consulting,Direct & Straightforward,Netflix,Full Stack Developer,8,39,4.45,21,Medium,Experienced Full Stack Developer with passion for Consulting
mentor_0152,mentor,Mentor 152,mentor152@example.com,IIIT Hyderabad,Computer Science,6.0,Malayalam,East India,Startup Ecosystem,Motivational & Inspiring,Google,Backend Engineer,16,37,4.68,2,High,Experienced Backend Engineer with passion for Startup Ecosystem
mentor_0153,mentor,Mentor 153,mentor153@example.com,NIT Surathkal,Civil Engineering,7.214774328044738,Kannada,Delhi NCR,Healthcare Technology,Direct & Straightforward,Swiggy,Machine Learning Engineer,19,29,4.4,18,Medium,Experienced Machine Learning Engineer with passion for Healthcare Technology
mentor_0154,mentor,Mentor 154,mentor154@example.com,IIT Madras,Aerospace Engineering,7.690637009697159,Malayalam,East India,Consulting,Motivational & Inspiring,Zomato,AI Research Engineer,6,31,4.12,43,Very High,Experienced AI Research Engineer with passion for Consulting
mentor_0155,mentor,Mentor 155,mentor155@example.com,SRM University,Mechanical Engineering,7.045824772179447,Hindi,Delhi NCR,Consulting,Analytical & Logical,TCS,Frontend Engineer,17,35,4.94,33,Very High,Experienced Frontend Engineer with passion for Consulting
mentor_0156,mentor,Mentor 156,mentor156@example.com,IIIT Hyderabad,Aerospace Engineering,7.322782322652226,English,North India,Startup Ecosystem,Analytical & Logical,Goldman Sachs,DevOps Engineer,13,43,4.31,34,High,Experienced DevOps Engineer with passion for Startup Ecosystem
mentor_0157,mentor,Mentor 157,mentor157@example.com,BITS Pilani,Chemical Engineering,6.837073570929764,Bengali,Central India,Startup Ecosystem,Challenging & Critical,Startup,Product Manager,5,40,4.41,49,Medium,Experienced Product Manager with passion for Startup Ecosystem
mentor_0158,mentor,Mentor 158,mentor158@example.com,Manipal Institute,Civil Engineering,8.237307774683078,Bengali,West India,Finance & Investment,Challenging & Critical,Deloitte,Machine Learning Engineer,5,33,3.83,0,Low,Experienced Machine Learning Engineer with passion for Finance & Investment
mentor_0159,mentor,Mentor 159,mentor159@example.com,IIT Madras,Mechanical Engineering,7.550906592294844,Punjabi,Central India,Corporate Growth,Analytical & Logical,Zomato,Frontend Engineer,18,34,4.44,20,Very High,Experienced Frontend Engineer with passion for Corporate Growth
mentor_0160,mentor,Mentor 160,mentor160@example.com,IIT Delhi,Data Science,8.261211250354362,Punjabi,Delhi NCR,Academia & Teaching,Professional & Formal,Morgan Stanley,Research Scientist,7,30,4.36,28,Medium,Experienced Research Scientist with passion for Academia & Teaching
mentor_0161,mentor,Mentor 161,mentor161@example.com,IIT Madras,Electrical Engineering,8.47776267696635,Hindi,Hyderabad,Academia & Teaching,Analytical & Logical,Microsoft,DevOps Engineer,12,35,3.78,5,Low,Experienced DevOps Engineer with passion for Academia & Teaching
mentor_0162,mentor,Mentor 162,mentor162@example.com,NIT Surathkal,Electrical Engineering,6.0,Hindi,Ahmedabad,Consulting,Supportive & Empathetic,Apple,Business Analyst,6,31,3.59,36,High,Experienced Business Analyst with passion for Consulting
mentor_0163,mentor,Mentor 163,mentor163@example.com,PESIT Bangalore,Mechanical Engineering,6.883582231332717,English,West India,Data Science & AI,Supportive & Empathetic,Netflix,Data Scientist,13,41,4.41,0,Medium,Experienced Data Scientist with passion for Data Science & AI
mentor_0164,mentor,Mentor 164,mentor164@example.com,IIT Madras,Aerospace Engineering,7.000776565087565,Punjabi,Chennai,Finance & Investment,Professional & Formal,Adobe,Data Engineer,4,28,4.65,0,Very High,Experienced Data Engineer with passion for Finance & Investment
mentor_0165,mentor,Mentor 165,mentor165@example.com,IIT Delhi,Civil Engineering,9.557097887751027,Marathi,West India,Consulting,Patient & Understanding,Google,Full Stack Developer,12,35,4.29,26,Low,Experienced Full Stack Developer with passion for Consulting
mentor_0166,mentor,Mentor 166,mentor166@example.com,NIT Surathkal,Electrical Engineering,7.6192042935202595,Marathi,East India,Research & Innovation,Friendly & Casual,Adobe,Cloud Architect,13,36,3.84,20,Medium,Experienced Cloud Architect with passion for Research & Innovation
mentor_0167,mentor,Mentor 167,mentor167@example.com,Anna University,Civil Engineering,8.15004847709045,English,Mumbai Metropolitan,Healthcare Technology,Patient & Understanding,Startup,UI/UX Designer,18,36,4.5,15,Low,Experienced UI/UX Designer with passion for Healthcare Technology
mentor_0168,mentor,Mentor 168,mentor168@example.com,VIT Vellore,Electrical Engineering,6.0,Marathi,East India,Startup Ecosystem,Direct & Straightforward,Swiggy,Software Engineer,13,42,3.62,43,Medium,Experienced Software Engineer with passion for Startup Ecosystem
mentor_0169,mentor,Mentor 169,mentor169@example.com,PESIT Bangalore,Chemical Engineering,7.614572361998017,Gujarati,Pune,Corporate Growth,Patient & Understanding,Swiggy,Software Engineer,16,29,4.16,39,High,Experienced Software Engineer with passion for Corporate Growth
mentor_0170,mentor,Mentor 170,mentor170@example.com,VIT Vellore,Aerospace Engineering,8.282634385693006,Telugu,East India,Product Development,Motivational & Inspiring,McKinsey,Cloud Architect,4,29,3.75,25,Low,Experienced Cloud Architect with passion for Product Development
mentor_0171,mentor,Mentor 171,mentor171@example.com,Manipal Institute,Chemical Engineering,8.189572068048125,English,Chennai,Startup Ecosystem,Patient & Understanding,Meta,Business Analyst,7,42,3.78,15,High,Experienced Business Analyst with passion for Startup Ecosystem
mentor_0172,mentor,Mentor 172,mentor172@example.com,DTU Delhi,Electrical Engineering,7.998719551133082,English,Hyderabad,Research & Innovation,Motivational & Inspiring,Flipkart,Consultant,7,34,3.8,27,High,Experienced Consultant with passion for Research & Innovation
mentor_0173,mentor,Mentor 173,mentor173@example.com,Anna University,Data Science,7.5104004051961,Tamil,Central India,Data Science & AI,Professional & Formal,Adobe,Software Engineer,14,44,4.08,0,Medium,Experienced Software Engineer with passion for Data Science & AI
mentor_0174,mentor,Mentor 174,mentor174@example.com,Anna University,Data Science,7.5492548965003605,Kannada,Central India,Entrepreneurship,Supportive & Empathetic,Meta,Full Stack Developer,6,30,3.58,35,Medium,Experienced Full Stack Developer with passion for Entrepreneurship
mentor_0175,mentor,Mentor 175,mentor175@example.com,SRM University,Chemical Engineering,6.145387060232168,Kannada,Ahmedabad,Entrepreneurship,Challenging & Critical,Zomato,Business Analyst,19,31,4.1,9,Low,Experienced Business Analyst with passion for Entrepreneurship
mentor_0176,mentor,Mentor 176,mentor176@example.com,Amity University,Data Science,6.779573691850285,Gujarati,Northeast India,Social Impact,Motivational & Inspiring,Wipro,Product Manager,12,28,4.27,42,High,Experienced Product Manager with passion for Social Impact
mentor_0177,mentor,Mentor 177,mentor177@example.com,IIT Madras,Electrical Engineering,7.684755165110531,Punjabi,Delhi NCR,Research & Innovation,Supportive & Empathetic,Morgan Stanley,Software Engineer,8,26,4.22,16,Medium,Experienced Software Engineer with passion for Research & Innovation
mentor_0178,mentor,Mentor 178,mentor178@example.com,VIT Vellore,Mechanical Engineering,6.9272193544590355,Hindi,Hyderabad,Social Impact,Friendly & Casual,McKinsey,Backend Engineer,16,41,4.07,22,Medium,Experienced Backend Engineer with passion for Social Impact
mentor_0179,mentor,Mentor 179,mentor179@example.com,IIT Delhi,Chemical Engineering,8.051070597626229,Hindi,Northeast India,Consulting,Direct & Straightforward,Goldman Sachs,Business Analyst,13,36,4.76,6,Very High,Experienced Business Analyst with passion for Consulting
mentor_0180,mentor,Mentor 180,mentor180@example.com,NIT Trichy,Electronics,7.87342604021189,Malayalam,Pune,Product Development,Friendly & Casual,Google,Full Stack Developer,13,38,3.72,43,High,Experienced Full Stack Developer with passion for Product Development
mentor_0181,mentor,Mentor 181,mentor181@example.com,Amity University,Aerospace Engineering,8.593896203777595,Gujarati,North India,Tech Leadership,Professional & Formal,Goldman Sachs,Cloud Architect,13,35,4.26,6,High,Experienced Cloud Architect with passion for Tech Leadership
mentor_0182,mentor,Mentor 182,mentor182@example.com,NIT Trichy,Data Science,8.266603060922057,English,Delhi NCR,Startup Ecosystem,Patient & Understanding,Flipkart,Data Engineer,14,28,3.59,43,High,Experienced Data Engineer with passion for Startup Ecosystem
mentor_0183,mentor,Mentor 183,mentor183@example.com,PESIT Bangalore,Data Science,7.6818091273076545,Gujarati,Delhi NCR,Tech Leadership,Patient & Understanding,Meta,Backend Engineer,7,34,3.61,14,Low,Experienced Backend Engineer with passion for Tech Leadership
mentor_0184,mentor,Mentor 184,mentor184@example.com,NIT Surathkal,Computer Science,8.098384347249533,Gujarati,Bangalore,Data Science & AI,Analytical & Logical,Goldman Sachs,DevOps Engineer,11,37,4.36,33,Medium,Experienced DevOps Engineer with passion for Data Science & AI
mentor_0185,mentor,Mentor 185,mentor185@example.com,VIT Vellore,Information Technology,8.304081729839725,Gujarati,Bangalore,Consulting,Analytical & Logical,Amazon,DevOps Engineer,11,39,4.35,45,Medium,Experienced DevOps Engineer with passion for Consulting
mentor_0186,mentor,Mentor 186,mentor186@example.com,VIT Vellore,Chemical Engineering,7.094050171273614,Kannada,South India,Academia & Teaching,Analytical & Logical,Morgan Stanley,Software Engineer,12,26,4.82,44,Low,Experienced Software Engineer with passion for Academia & Teaching
mentor_0187,mentor,Mentor 187,mentor187@example.com,Amity University,Biotechnology,7.236535201344158,Gujarati,South India,Startup Ecosystem,Friendly & Casual,Microsoft,Backend Engineer,3,43,4.34,3,High,Experienced Backend Engineer with passion for Startup Ecosystem
mentor_0188,mentor,Mentor 188,mentor188@example.com,Manipal Institute,Data Science,7.422539170085272,Telugu,East India,Social Impact,Motivational & Inspiring,Microsoft,Data Scientist,9,42,4.94,13,Medium,Experienced Data Scientist with passion for Social Impact
mentor_0189,mentor,Mentor 189,mentor189@example.com,Amity University,Aerospace Engineering,7.11957556466852,Hindi,North India,Academia & Teaching,Direct & Straightforward,Flipkart,Frontend Engineer,6,34,3.57,13,High,Experienced Frontend Engineer with passion for Academia & Teaching
mentor_0190,mentor,Mentor 190,mentor190@example.com,NIT Trichy,Electronics,8.312549556050786,Malayalam,West India,Corporate Growth,Analytical & Logical,Zomato,DevOps Engineer,3,34,3.65,15,Low,Experienced DevOps Engineer with passion for Corporate Growth
mentor_0191,mentor,Mentor 191,mentor191@example.com,Amity University,Data Science,6.998151566658157,Telugu,Ahmedabad,Product Development,Professional & Formal,Startup,Data Scientist,17,35,3.57,6,High,Experienced Data Scientist with passion for Product Development
mentor_0192,mentor,Mentor 192,mentor192@example.com,VIT Vellore,Electronics,8.50132117711986,Malayalam,West India,Product Development,Professional & Formal,Meta,Product Manager,10,44,3.78,31,Low,Experienced Product Manager with passion for Product Development
mentor_0193,mentor,Mentor 193,mentor193@example.com,Manipal Institute,Electrical Engineering,7.206421440895694,Tamil,Ahmedabad,Entrepreneurship,Analytical & Logical,Goldman Sachs,Business Analyst,14,40,4.31,18,High,Experienced Business Analyst with passion for Entrepreneurship
mentor_0194,mentor,Mentor 194,mentor194@example.com,IIT Madras,Electrical Engineering,7.877917314271486,Malayalam,Bangalore,Finance & Investment,Patient & Understanding,Morgan Stanley,Frontend Engineer,17,30,4.47,1,High,Experienced Frontend Engineer with passion for Finance & Investment
mentor_0195,mentor,Mentor 195,mentor195@example.com,BITS Pilani,Information Technology,7.633132119010311,Hindi,Bangalore,Startup Ecosystem,Analytical & Logical,Apple,Machine Learning Engineer,19,40,3.57,9,Medium,Experienced Machine Learning Engineer with passion for Startup Ecosystem
mentor_0196,mentor,Mentor 196,mentor196@example.com,SRM University,Mechanical Engineering,6.719216153366666,Hindi,Bangalore,Social Impact,Direct & Straightforward,Infosys,AI Research Engineer,16,27,4.92,49,High,Experienced AI Research Engineer with passion for Social Impact
mentor_0197,mentor,Mentor 197,mentor197@example.com,IIT Bombay,Biotechnology,7.484088216407367,Gujarati,Hyderabad,Data Science & AI,Analytical & Logical,McKinsey,Full Stack Developer,16,38,4.76,16,Medium,Experienced Full Stack Developer with passion for Data Science & AI
mentor_0198,mentor,Mentor 198,mentor198@example.com,Anna University,Computer Science,7.766914825160478,Bengali,Mumbai Metropolitan,Tech Leadership,Direct & Straightforward,Zomato,UI/UX Designer,18,41,3.94,36,High,Experienced UI/UX Designer with passion for Tech Leadership
mentor_0199,mentor,Mentor 199,mentor199@example.com,Amity University,Information Technology,7.448565850311602,Tamil,Ahmedabad,Data Science & AI,Professional & Formal,Morgan Stanley,AI Research Engineer,3,40,3.62,11,Medium,Experienced AI Research Engineer with passion for Data Science & AI
mentor_0200,mentor,Mentor 200,mentor200@example.com,PESIT Bangalore,Civil Engineering,6.425834753194973,English,South India,Academia & Teaching,Analytical & Logical,TCS,AI Research Engineer,13,35,3.75,5,High,Experienced AI Research Engineer with passion for Academia & Teaching
mentor_0201,mentor,Mentor 201,mentor201@example.com,DTU Delhi,Computer Science,8.861143394820937,Marathi,Hyderabad,Academia & Teaching,Friendly & Casual,Startup,Business Analyst,17,39,3.69,21,Very High,Experienced Business Analyst with passion for Academia & Teaching
mentor_0202,mentor,Mentor 202,mentor202@example.com,NIT Surathkal,Chemical Engineering,7.570159586289389,Malayalam,Central India,Research & Innovation,Challenging & Critical,Adobe,Cloud Architect,14,35,3.68,31,High,Experienced Cloud Architect with passion for Research & Innovation
mentor_0203,mentor,Mentor 203,mentor203@example.com,BITS Pilani,Aerospace Engineering,6.864557939869183,Bengali,West India,Corporate Growth,Friendly & Casual,Deloitte,Frontend Engineer,10,39,4.28,40,High,Experienced Frontend Engineer with passion for Corporate Growth
mentor_0204,mentor,Mentor 204,mentor204@example.com,SRM University,Civil Engineering,8.796614418773819,Gujarati,Pune,Startup Ecosystem,Professional & Formal,Deloitte,Full Stack Developer,8,34,3.87,19,High,Experienced Full Stack Developer with passion for Startup Ecosystem
mentor_0205,mentor,Mentor 205,mentor205@example.com,SRM University,Civil Engineering,7.9939118477762605,Kannada,Chennai,Product Development,Direct & Straightforward,Flipkart,Frontend Engineer,5,39,4.04,0,High,Experienced Frontend Engineer with passion for Product Development
mentor_0206,mentor,Mentor 206,mentor206@example.com,SRM University,Information Technology,6.539864002878712,English,Delhi NCR,Healthcare Technology,Friendly & Casual,Wipro,Backend Engineer,15,28,4.98,46,High,Experienced Backend Engineer with passion for Healthcare Technology
mentor_0207,mentor,Mentor 207,mentor207@example.com,SRM University,Mechanical Engineering,6.664404202880097,Punjabi,South India,Social Impact,Direct & Straightforward,McKinsey,Product Manager,15,41,4.53,5,Very High,Experienced Product Manager with passion for Social Impact
mentor_0208,mentor,Mentor 208,mentor208@example.com,NIT Trichy,Information Technology,7.322084224089727,Bengali,Northeast India,Data Science & AI,Friendly & Casual,Flipkart,Research Scientist,4,27,4.92,18,Medium,Experienced Research Scientist with passion for Data Science & AI
mentor_0209,mentor,Mentor 209,mentor209@example.com,PESIT Bangalore,Chemical Engineering,7.737845583079858,Kannada,Kolkata,Social Impact,Friendly & Casual,Goldman Sachs,UI/UX Designer,7,35,3.71,17,Low,Experienced UI/UX Designer with passion for Social Impact
mentor_0210,mentor,Mentor 210,mentor210@example.com,PESIT Bangalore,Data Science,7.998239865171137,Tamil,Central India,Academia & Teaching,Direct & Straightforward,Goldman Sachs,Software Engineer,19,28,4.07,5,High,Experienced Software Engineer with passion for Academia & Teaching
mentor_0211,mentor,Mentor 211,mentor211@example.com,Manipal Institute,Data Science,8.260142783622854,Gujarati,Pune,Finance & Investment,Motivational & Inspiring,Meta,Frontend Engineer,8,36,4.33,44,Medium,Experienced Frontend Engineer with passion for Finance & Investment
mentor_0212,mentor,Mentor 212,mentor212@example.com,Anna University,Mechanical Engineering,7.931657925120114,English,South India,Entrepreneurship,Friendly & Casual,Zomato,Full Stack Developer,4,36,3.62,32,Medium,Experienced Full Stack Developer with passion for Entrepreneurship
mentor_0213,mentor,Mentor 213,mentor213@example.com,VIT Vellore,Chemical Engineering,8.577396782912796,English,Chennai,Tech Leadership,Analytical & Logical,McKinsey,Full Stack Developer,6,38,3.51,22,High,Experienced Full Stack Developer with passion for Tech Leadership
mentor_0214,mentor,Mentor 214,mentor214@example.com,SRM University,Mechanical Engineering,7.601434527744376,English,Hyderabad,Corporate Growth,Challenging & Critical,McKinsey,Backend Engineer,13,32,4.51,22,Medium,Experienced Backend Engineer with passion for Corporate Growth
mentor_0215,mentor,Mentor 215,mentor215@example.com,DTU Delhi,Electronics,6.892288495617422,Tamil,North India,Finance & Investment,Professional & Formal,Google,Data Scientist,10,42,4.46,25,High,Experienced Data Scientist with passion for Finance & Investment
mentor_0216,mentor,Mentor 216,mentor216@example.com,VIT Vellore,Data Science,7.497319304272821,Malayalam,Delhi NCR,Corporate Growth,Motivational & Inspiring,TCS,Business Analyst,14,27,4.12,12,Medium,Experienced Business Analyst with passion for Corporate Growth
mentor_0217,mentor,Mentor 217,mentor217@example.com,PESIT Bangalore,Civil Engineering,7.444815471723366,Punjabi,South India,Research & Innovation,Direct & Straightforward,Zomato,Cloud Architect,10,37,4.23,6,Very High,Experienced Cloud Architect with passion for Research & Innovation
mentor_0218,mentor,Mentor 218,mentor218@example.com,IIT Delhi,Biotechnology,6.0,Tamil,Mumbai Metropolitan,Healthcare Technology,Motivational & Inspiring,Netflix,Research Scientist,13,35,4.12,14,Medium,Experienced Research Scientist with passion for Healthcare Technology
